Chapter,QuestionID,AnswerNumber,QuestionText,AnswerText,CorrectFlag
18,30010,5,Cos'è il contenuto radioattivo di un imballaggio?,La quantità di particelle emesse dal materiale metallico dell'imballaggio,F
18,30010,6,Cos'è il contenuto radioattivo di un imballaggio?,La parte metallica dell'imballaggio,F
18,30011,1,Il materiale radioattivo ....,Emette sempre radiazioni,V
18,30011,2,Il materiale radioattivo ....,Dimezza la sua radioattività spontaneamente in un tempo ben determinato,V
18,30011,3,Il materiale radioattivo ....,Si può trovare nelle rocce e nei minerali presenti nella crosta terrestre,V
18,30011,4,Il materiale radioattivo ....,Emette radiazioni solo se esposto all'aria,F
18,30011,5,Il materiale radioattivo ....,Perde la sua radioattività se viene fuso,F
18,30011,6,Il materiale radioattivo ....,Perde la sua radioattività se viene bagnato con l'acqua,F
18,30012,1,L'energia delle radiazioni ....,Si misura in elettronvolt,V
18,30012,2,L'energia delle radiazioni ....,È assorbita dalla schermatura dell'imballaggio che contiene la sorgente radioattiva,V
18,30012,3,L'energia delle radiazioni ....,Si misura con l'elettrometro,V
18,30012,4,L'energia delle radiazioni ....,Si misura in Ampere,F
18,30012,5,L'energia delle radiazioni ....,Diminuisce dopo pochi giorni,F
18,30012,6,L'energia delle radiazioni ....,Si misura in kilogrammi,F
18,30013,1,Le radiazioni naturali cosmiche ....,Sono più intense a bordo degli aerei quando sono in volo,V
18,30013,2,Le radiazioni naturali cosmiche ....,Vengono assorbite da tutte le persone,V
18,30013,3,Le radiazioni naturali cosmiche ....,Sono più intense in alta montagna che al mare,V
18,30013,4,Le radiazioni naturali cosmiche ....,Evaporano all'aria aperta,F
18,30013,5,Le radiazioni naturali cosmiche ....,Vengono assorbite solo da chi sta all'aperto,F
18,30013,6,Le radiazioni naturali cosmiche ....,Sono più intense al mare che in alta montagna,F
18,30014,1,Che cosa determina il fondo naturale di radiazioni?,Le radiazioni emesse da alcuni materiali radioattivi presenti sulla superficie terrestre,V
18,30014,2,Che cosa determina il fondo naturale di radiazioni?,Le radiazioni emesse da radionuclidi naturali come ad esempio il radon,V
18,30014,3,Che cosa determina il fondo naturale di radiazioni?,Le radiazioni cosmiche,V
18,30014,4,Che cosa determina il fondo naturale di radiazioni?,L'esposizione a sorgenti sigillate presenti in un ambiente di lavoro,F
18,30014,5,Che cosa determina il fondo naturale di radiazioni?,I rilasci di sostanze radioattive dell'industria nucleare,F
18,30014,6,Che cosa determina il fondo naturale di radiazioni?,Le radiografie fatte per scopi medici,F
18,30015,1,Quali conseguenze si hanno nel trasporto di una sorgente radioattiva di attività elevata?,Un possibile alto valore della intensità di dose all'esterno del collo,V
18,30015,2,Quali conseguenze si hanno nel trasporto di una sorgente radioattiva di attività elevata?,Un riscaldamento del collo con aumento della temperatura sulla superficie esterna,V
18,30015,3,Quali conseguenze si hanno nel trasporto di una sorgente radioattiva di attività elevata?,Un possibile alto valore dell'indice di trasporto,V
18,30015,4,Quali conseguenze si hanno nel trasporto di una sorgente radioattiva di attività elevata?,Un alto valore della contaminazione sulla superficie del collo,F
18,30015,5,Quali conseguenze si hanno nel trasporto di una sorgente radioattiva di attività elevata?,Un raffreddamento del collo con diminuzione della temperatura sulla superficie esterna,F
18,30015,6,Quali conseguenze si hanno nel trasporto di una sorgente radioattiva di attività elevata?,Un indice di trasporto minore di 0,F
18,30016,1,Quali delle seguenti materie appartengono alla classe 7?,Materia radioattiva di debole attività specifica (L.S.A.),V
18,30016,2,Quali delle seguenti materie appartengono alla classe 7?,"Materiali radioattivi, colli esenti - Strumenti o articoli",V
18,30016,3,Quali delle seguenti materie appartengono alla classe 7?,Materia radioattiva sotto forma speciale,V
18,30016,4,Quali delle seguenti materie appartengono alla classe 7?,Materia radiochimica a potenziale attività specifica,F
18,30016,5,Quali delle seguenti materie appartengono alla classe 7?,Materia tossica,F
18,30016,6,Quali delle seguenti materie appartengono alla classe 7?,Materia infettante,F
18,30017,1,Che cosa si intende per modello?,La descrizione di un materiale radioattivo sotto forma speciale,V
18,30017,2,Che cosa si intende per modello?,La descrizione dei componenti che identificano l'intero imballaggio con precisione,V
18,30017,3,Che cosa si intende per modello?,"La descrizione di un imballaggio che può includere specifiche di progetto, disegni costruttivi, ecc.",V
18,30017,4,Che cosa si intende per modello?,Il tipo di veicolo che si vuole usare per il trasporto,F
18,30017,5,Che cosa si intende per modello?,Lo stato fisico del materiale radioattivo,F
18,30017,6,Che cosa si intende per modello?,Il documento di trasporto della merce pericolosa,F
18,30018,1,L'ADR si applica al trasporto di:,Stimolatori cardiaci (pacemaker) che contengono materiale radioattivo impiantati nell'organismo delle persone,F
18,30018,2,L'ADR si applica al trasporto di:,Materie radioattive movimentate all'interno di un ospedale,F
18,30018,3,L'ADR si applica al trasporto di:,Materie radioattive trasportate dentro un impianto senza attraversare strade o ferrovie aperte al pubblico,F
18,30018,4,L'ADR si applica al trasporto di:,Sorgenti di cobalto per radioterapia,V
18,30018,5,L'ADR si applica al trasporto di:,Uranio arricchito per centrali nucleari,V
18,30018,6,L'ADR si applica al trasporto di:,Sorgenti di iridio per radiografie industriali,V
18,30019,1,Quali tra le seguenti particelle fanno parte dell'atomo?,Protoni che si trovano nel nucleo dell'atomo,V
18,30019,2,Quali tra le seguenti particelle fanno parte dell'atomo?,Neutroni che si trovano nel nucleo dell'atomo,V
18,30019,3,Quali tra le seguenti particelle fanno parte dell'atomo?,Elettroni che si trovano nello spazio intorno al nucleo,V
18,30019,4,Quali tra le seguenti particelle fanno parte dell'atomo?,Elementi chimici che possono essere di 92 tipi diversi,F
18,30019,5,Quali tra le seguenti particelle fanno parte dell'atomo?,Grammo molecole che sono la parte più piccola della materia,F
18,30019,6,Quali tra le seguenti particelle fanno parte dell'atomo?,Tachioni che possono viaggiare più veloci della luce,F
18,30020,1,Quali tipi di radiazioni sono emesse dalle materie della classe 7?,"Radiazioni alfa, beta e gamma",V
18,30020,2,Quali tipi di radiazioni sono emesse dalle materie della classe 7?,Radiazioni alfa,V
18,30020,3,Quali tipi di radiazioni sono emesse dalle materie della classe 7?,Radiazioni beta e gamma,V
18,30020,4,Quali tipi di radiazioni sono emesse dalle materie della classe 7?,Radiazioni infrarosse,F
18,30020,5,Quali tipi di radiazioni sono emesse dalle materie della classe 7?,Radiazioni ultraviolette,F
18,30020,6,Quali tipi di radiazioni sono emesse dalle materie della classe 7?,Radiazioni solari,F
18,30021,1,Le radiazioni alfa ....,Possono dare un'alta dose agli organi interni se la materia radioattiva che le emette è ingerita,V
18,30021,2,Le radiazioni alfa ....,Sono pericolose se il materiale radioattivo è ingerito o inalato,V
18,30021,3,Le radiazioni alfa ....,Possono essere fermate da un foglio di carta,V
18,30021,4,Le radiazioni alfa ....,Possono dare una bassa dose se la materia radioattiva che le emette è ingerita o inalata,F
18,30021,5,Le radiazioni alfa ....,Possono percorrere una distanza di molti metri in aria,F
18,30021,6,Le radiazioni alfa ....,Non sono pericolose,F
18,30022,1,Cosa sono le radiazioni alfa?,Particelle cariche pesanti,V
18,30022,2,Cosa sono le radiazioni alfa?,Particelle con carica elettrica positiva,V
18,30022,3,Cosa sono le radiazioni alfa?,Particelle con 2 protoni e 2 neutroni,V
18,30022,4,Cosa sono le radiazioni alfa?,Particelle cariche molto leggere,F
18,30022,5,Cosa sono le radiazioni alfa?,Particelle senza carica elettrica,F
18,30022,6,Cosa sono le radiazioni alfa?,Particelle con carica elettrica negativa,F
18,30023,1,Cosa sono le radiazioni beta?,Particelle corrispondenti all'elettrone,V
18,30023,2,Cosa sono le radiazioni beta?,Particelle con carica elettrica negativa o positiva,V
18,30023,3,Cosa sono le radiazioni beta?,Particelle che si muovono alla velocità della luce,V
18,30023,4,Cosa sono le radiazioni beta?,Particelle senza carica elettrica,F
18,30023,5,Cosa sono le radiazioni beta?,Particelle che pesano più di 10 grammi,F
18,30023,6,Cosa sono le radiazioni beta?,Particelle senza massa,F
18,30024,1,Le radiazioni beta ....,Sono deviate da un campo magnetico,V
18,30024,2,Le radiazioni beta ....,Possono essere fermate da alcuni centimetri di legno,V
18,30024,3,Le radiazioni beta ....,Percorrono uno spazio di alcuni centimetri in aria,V
18,30024,4,Le radiazioni beta ....,Percorrono uno spazio di 15 - 20 metri in aria,F
18,30024,5,Le radiazioni beta ....,Si muovono ad una velocità di quasi 400 km/h,F
18,30024,6,Le radiazioni beta ....,Non esistono in natura,F
18,30025,1,Le radiazioni X e gamma ....,"Sono uguali, cambia solo il modo in cui sono prodotte",V
18,30025,2,Le radiazioni X e gamma ....,Sono onde elettromagnetiche,V
18,30025,3,Le radiazioni X e gamma ....,Possono raggiungere energie molto elevate,V
18,30025,4,Le radiazioni X e gamma ....,Sono particelle con 2 protoni e 2 neutroni,F
18,30025,5,Le radiazioni X e gamma ....,Sono deviate in un campo magnetico,F
18,30025,6,Le radiazioni X e gamma ....,Sono particelle con carica negativa,F
18,30026,1,Le radiazioni gamma ….,Sono molto più penetranti delle radiazioni alfa e beta,V
18,30026,2,Le radiazioni gamma ….,Possono attraversare notevoli spessori di cemento,V
18,30026,3,Le radiazioni gamma ….,"Possono essere attenuate con materiali di elevata densità (piombo, acciaio)",V
18,30026,4,Le radiazioni gamma ….,Diminuiscono la loro intensità con la pioggia,F
18,30026,5,Le radiazioni gamma ….,Cambiano il colore agli oggetti,F
18,30026,6,Le radiazioni gamma ….,Possono essere fermate da un foglio di carta,F
18,30027,1,Le radiazioni sono pericolose perché …,Possono causare danni alle cellule del corpo umano,V
18,30027,2,Le radiazioni sono pericolose perché …,I nostri sensi non possono rilevare la loro presenza,V
18,30027,3,Le radiazioni sono pericolose perché …,Gli effetti dovuti a dosi di radiazioni molto elevate sono pericolosi per la salute,V
18,30027,4,Le radiazioni sono pericolose perché …,Sono mortali anche a piccolissime dosi,F
18,30027,5,Le radiazioni sono pericolose perché …,Non possono essere rilevate in nessun modo,F
18,30027,6,Le radiazioni sono pericolose perché …,Attraversando uno schermo di piombo causano un'esplosione nucleare,F
18,30028,1,Quale è il rischio associato al trasporto senza incidenti di materie radioattive?,Rischio dovuto alle radiazioni emesse dal materiale radioattivo contenuto nell'imballaggio,V
18,30028,2,Quale è il rischio associato al trasporto senza incidenti di materie radioattive?,Rischio di assorbire una dose da radiazioni se si sta per troppo tempo vicino al collo,V
18,30028,3,Quale è il rischio associato al trasporto senza incidenti di materie radioattive?,Rischio di contaminazione interna dovuta alle materie radioattive presenti nell’aria respirata,F
18,30028,4,Quale è il rischio associato al trasporto senza incidenti di materie radioattive?,Rischio di contaminazione della pelle,F
18,30028,5,Quale è il rischio associato al trasporto senza incidenti di materie radioattive?,Rischio di ricevere dosi da radiazioni a causa delle materie radioattive inghiottite,F
18,30029,1,Quali rischi si corrono nel maneggiare colli contaminati sulla superficie esterna?,Contaminazione della pelle,V
18,30029,2,Quali rischi si corrono nel maneggiare colli contaminati sulla superficie esterna?,Contaminazione interna dovuta al possibile passaggio delle sostanze radioattive dalle mani alla bocca,V
18,30029,3,Quali rischi si corrono nel maneggiare colli contaminati sulla superficie esterna?,Rischio di ingerirele materie radioattive con effetti sulla salute,V
18,30029,4,Quali rischi si corrono nel maneggiare colli contaminati sulla superficie esterna?,Rischio di diventare ciechi,F
18,30029,5,Quali rischi si corrono nel maneggiare colli contaminati sulla superficie esterna?,Frattura delle mani,F
18,30029,6,Quali rischi si corrono nel maneggiare colli contaminati sulla superficie esterna?,Caduta dei capelli,F
18,30030,1,Quali danni possono provocare le radiazioni ionizzanti?,Modificazione del codice genetico (DNA) delle cellule,V
18,30030,2,Quali danni possono provocare le radiazioni ionizzanti?,"Sviluppo di un tumore in qualche organo del corpo umano, colpito dalle radiazioni, anche dopo molto tempo",V
18,30030,3,Quali danni possono provocare le radiazioni ionizzanti?,Alterazioni delle cellule,V
